TRACR3D Radionuclide Tracer - Concentration vs time
X_coordinates  0.175000000E+02 0.275000000E+02 0.375000000E+02 0.475000000E+02 0.575000000E+02 0.675000000E+02
Y_coordinates  0.225000000E+02 0.325000000E+02 0.425000000E+02 0.525000000E+02 0.625000000E+02 0.725000000E+02
Z_coordinates  0.975000000E+02 0.825000000E+02 0.625000000E+02 0.425000000E+02 0.225000000E+02 0.250000000E+01
Time yrs	Position 1	Position 2	Position 3	Position 4	Position 5	Position 6
440	0.80045	0.36174	0.00017531	5.8737e-11	4.0878e-18	8.4234e-24
450	0.80156	0.3661	0.00019918	7.6883e-11	6.0364e-18	1.3662e-23
460	0.8026	0.37028	0.00022536	9.9969e-11	8.8384e-18	2.1942e-23
470	0.80359	0.37428	0.000254	1.2916e-10	1.2836e-17	3.4906e-23
480	0.80453	0.37812	0.00028522	1.6585e-10	1.8495e-17	5.502e-23
490	0.80541	0.3818	0.00031912	2.1171e-10	2.6447e-17	8.5958e-23
500	0.80625	0.38533	0.00035583	2.6872e-10	3.7541e-17	1.3314e-22
510	0.80705	0.38872	0.00039547	3.3921e-10	5.2911e-17	2.0452e-22
520	0.8078	0.39197	0.00043813	4.2592e-10	7.4065e-17	3.1164e-22
530	0.80852	0.39509	0.00048393	5.3208e-10	1.0299e-16	4.7118e-22
540	0.8092	0.39809	0.00053297	6.6142e-10	1.4229e-16	7.0703e-22
550	0.80985	0.40096	0.00058535	8.1829e-10	1.9537e-16	1.0532e-21
560	0.81046	0.40372	0.00064114	1.0077e-09	2.6665e-16	1.5577e-21
570	0.81105	0.40637	0.00070044	1.2354e-09	3.6179e-16	2.288e-21
580	0.8116	0.40891	0.00076332	1.5081e-09	4.8812e-16	3.3383e-21
590	0.81213	0.41135	0.00082986	1.8333e-09	6.5495e-16	4.8392e-21
600	0.81264	0.4137	0.00090012	2.2196e-09	8.7411e-16	6.9706e-21
610	0.81312	0.41595	0.00097416	2.6768e-09	1.1606e-15	9.9793e-21
620	0.81358	0.41812	0.001052	3.2159e-09	1.5332e-15	1.4201e-20
630	0.81402	0.4202	0.0011338	3.8493e-09	2.0156e-15	2.0093e-20
640	0.81444	0.4222	0.0012194	4.5911e-09	2.6371e-15	2.8267e-20
650	0.81484	0.42413	0.001309	5.4568e-09	3.4345e-15	3.9549e-20
660	0.81522	0.42598	0.0014026	6.4639e-09	4.4527e-15	5.5037e-20
670	0.81559	0.42776	0.0015001	7.6319e-09	5.7477e-15	7.6191e-20
680	0.81594	0.42947	0.0016017	8.9823e-09	7.3877e-15	1.0494e-19
690	0.81627	0.43112	0.0017072	1.0539e-08	9.4563e-15	1.4382e-19
700	0.81659	0.4327	0.0018167	1.2328e-08	1.2055e-14	1.9615e-19
710	0.8169	0.43423	0.0019302	1.4379e-08	1.5308e-14	2.6627e-19
720	0.81719	0.4357	0.0020477	1.6724e-08	1.9364e-14	3.5978e-19
730	0.81747	0.43711	0.0021691	1.9396e-08	2.4403e-14	4.8395e-19
740	0.81774	0.43847	0.0022944	2.2436e-08	3.0641e-14	6.4812e-19
750	0.81799	0.43978	0.0024235	2.5883e-08	3.8337e-14	8.6427e-19
760	0.81824	0.44104	0.0025565	2.9784e-08	4.7799e-14	1.1477e-18
770	0.81848	0.44226	0.0026933	3.4188e-08	5.9395e-14	1.5178e-18
780	0.8187	0.44343	0.0028339	3.9147e-08	7.3558e-14	1.9993e-18
790	0.81892	0.44456	0.002978	4.4719e-08	9.0805e-14	2.6232e-18
800	0.81913	0.44565	0.0031258	5.0967e-08	1.1174e-13	3.4287e-18
810	0.81933	0.4467	0.0032772	5.7957e-08	1.3708e-13	4.4648e-18
820	0.81952	0.44771	0.003432	6.576e-08	1.6766e-13	5.7928e-18
830	0.81971	0.44868	0.0035902	7.4454e-08	2.0445e-13	7.4888e-18
840	0.81989	0.44962	0.0037518	8.4121e-08	2.486e-13	9.6476e-18
850	0.82006	0.45052	0.0039165	9.4848e-08	3.0143e-13	1.2386e-17
860	0.82022	0.4514	0.0040845	1.0673e-07	3.6448e-13	1.5849e-17
870	0.82038	0.45224	0.0042555	1.1986e-07	4.3952e-13	2.0212e-17
880	0.82053	0.45305	0.0044294	1.3436e-07	5.2861e-13	2.5695e-17
890	0.82068	0.45384	0.0046062	1.5033e-07	6.3411e-13	3.2562e-17
900	0.82082	0.45459	0.0047858	1.6789e-07	7.5874e-13	4.1136e-17
910	0.82095	0.45532	0.0049681	1.8716e-07	9.0562e-13	5.1811e-17
920	0.82108	0.45603	0.005153	2.0829e-07	1.0783e-12	6.5062e-17
930	0.82121	0.45671	0.0053404	2.314e-07	1.2808e-12	8.1466e-17
940	0.82133	0.45737	0.0055301	2.5666e-07	1.5179e-12	1.0171e-16
950	0.82144	0.458	0.0057221	2.842e-07	1.7947e-12	1.2664e-16
960	0.82155	0.45861	0.0059163	3.142e-07	2.1172e-12	1.5724e-16
970	0.82166	0.4592	0.0061125	3.4681e-07	2.4922e-12	1.9471e-16
980	0.82176	0.45978	0.0063107	3.8223e-07	2.9272e-12	2.4047e-16
990	0.82186	0.46033	0.0065108	4.2064e-07	3.431e-12	2.9622e-16
1000	0.82196	0.46086	0.0067126	4.6223e-07	4.0131e-12	3.6396e-16
1010	0.78381	0.46126	0.006916	5.0719e-07	4.6844e-12	4.4607e-16
1020	0.67479	0.46116	0.007121	5.5575e-07	5.457e-12	5.4537e-16
1030	0.56874	0.46013	0.0073274	6.0812e-07	6.3447e-12	6.6517e-16
1040	0.4811	0.45786	0.0075351	6.6452e-07	7.3626e-12	8.0937e-16
1050	0.41151	0.45416	0.007744	7.2519e-07	8.5277e-12	9.8253e-16
1060	0.35633	0.44896	0.0079541	7.9037e-07	9.8589e-12	1.19e-15
1070	0.31207	0.44233	0.0081652	8.6032e-07	1.1377e-11	1.4381e-15
1080	0.276	0.43439	0.0083772	9.3528e-07	1.3106e-11	1.7341e-15
1090	0.24614	0.42532	0.00859	1.0155e-06	1.507e-11	2.0864e-15
1100	0.22106	0.41529	0.0088036	1.1013e-06	1.73e-11	2.505e-15
1110	0.19973	0.4045	0.0090177	1.193e-06	1.9825e-11	3.0013e-15
1120	0.18139	0.39313	0.0092324	1.2908e-06	2.2681e-11	3.5885e-15
1130	0.16547	0.38134	0.0094475	1.395e-06	2.5907e-11	4.2819e-15
1140	0.15154	0.36929	0.0096629	1.5059e-06	2.9543e-11	5.099e-15
1150	0.13925	0.3571	0.0098786	1.6239e-06	3.3637e-11	6.0603e-15
1160	0.12836	0.34488	0.010094	1.7493e-06	3.8238e-11	7.1889e-15
1170	0.11865	0.33273	0.01031	1.8824e-06	4.3403e-11	8.5116e-15
1180	0.10995	0.32071	0.010526	2.0235e-06	4.9191e-11	1.0059e-14
1190	0.10211	0.30889	0.010742	2.1729e-06	5.5668e-11	1.1865e-14
1200	0.095033	0.29732	0.010957	2.3311e-06	6.2907e-11	1.3971e-14
1210	0.088614	0.28602	0.011172	2.4983e-06	7.0986e-11	1.6421e-14
1220	0.082774	0.27503	0.011387	2.675e-06	7.999e-11	1.9268e-14
1230	0.077444	0.26438	0.011601	2.8614e-06	9.0011e-11	2.2569e-14
1240	0.072567	0.25406	0.011814	3.058e-06	1.0115e-10	2.639e-14
1250	0.068094	0.24409	0.012027	3.2651e-06	1.1351e-10	3.0807e-14
1260	0.063979	0.23447	0.012238	3.4831e-06	1.2722e-10	3.5904e-14
1270	0.060188	0.22521	0.012449	3.7124e-06	1.424e-10	4.1776e-14
1280	0.056686	0.21629	0.012659	3.9533e-06	1.5919e-10	4.8532e-14
1290	0.053446	0.20772	0.012867	4.2063e-06	1.7773e-10	5.6291e-14
1300	0.050444	0.19949	0.013074	4.4718e-06	1.9818e-10	6.519e-14
1310	0.047656	0.19158	0.01328	4.75e-06	2.2072e-10	7.538e-14
1320	0.045063	0.18399	0.013484	5.0415e-06	2.4553e-10	8.7032e-14
1330	0.042648	0.17672	0.013685	5.3467e-06	2.728e-10	1.0034e-13
1340	0.040397	0.16974	0.013886	5.6658e-06	3.0275e-10	1.1551e-13
1350	0.038294	0.16306	0.014084	5.9994e-06	3.356e-10	1.3278e-13
1360	0.036328	0.15665	0.01428	6.3478e-06	3.716e-10	1.5242e-13
1370	0.034487	0.15051	0.014473	6.7115e-06	4.11e-10	1.7472e-13
1380	0.032762	0.14463	0.014664	7.0908e-06	4.5408e-10	2e-13
1390	0.031144	0.139	0.014852	7.4861e-06	5.0113e-10	2.2864e-13
1400	0.029624	0.1336	0.015037	7.8978e-06	5.5246e-10	2.6102e-13
1410	0.028196	0.12843	0.01522	8.3263e-06	6.0842e-10	2.976e-13
1420	0.026851	0.12348	0.015399	8.7721e-06	6.6935e-10	3.3886e-13
1430	0.025585	0.11873	0.015575	9.2354e-06	7.3563e-10	3.8534e-13
1440	0.024392	0.11419	0.015747	9.7168e-06	8.0766e-10	4.3764e-13
1450	0.023266	0.10983	0.015916	1.0216e-05	8.8586e-10	4.9643e-13
1460	0.022203	0.10566	0.016081	1.0735e-05	9.7068e-10	5.6241e-13
1470	0.021199	0.10166	0.016242	1.1273e-05	1.0626e-09	6.364e-13
1480	0.020249	0.097828	0.016399	1.183e-05	1.1621e-09	7.1925e-13
1490	0.019351	0.094155	0.016551	1.2407e-05	1.2698e-09	8.1192e-13
1500	0.0185	0.090633	0.0167	1.3004e-05	1.3861e-09	9.1546e-13
1510	0.017694	0.087256	0.016843	1.3622e-05	1.5117e-09	1.031e-12
1520	0.01693	0.084017	0.016983	1.4261e-05	1.6473e-09	1.1598e-12
1530	0.016206	0.080911	0.017117	1.4921e-05	1.7933e-09	1.3033e-12
1540	0.015518	0.077932	0.017246	1.5602e-05	1.9507e-09	1.4629e-12
1550	0.014865	0.075074	0.017371	1.6306e-05	2.1199e-09	1.6402e-12
1560	0.014244	0.072331	0.01749	1.7032e-05	2.3019e-09	1.837e-12
1570	0.013654	0.069699	0.017604	1.778e-05	2.4975e-09	2.0552e-12
1580	0.013092	0.067172	0.017713	1.8551e-05	2.7074e-09	2.297e-12
1590	0.012558	0.064746	0.017817	1.9346e-05	2.9325e-09	2.5645e-12
1600	0.01205	0.062417	0.017915	2.0164e-05	3.1738e-09	2.8602e-12
1610	0.011565	0.06018	0.018007	2.1005e-05	3.4323e-09	3.1868e-12
1620	0.011104	0.058032	0.018094	2.1871e-05	3.7088e-09	3.5471e-12
1630	0.010663	0.055968	0.018175	2.276e-05	4.0045e-09	3.9443e-12
1640	0.010243	0.053984	0.018251	2.3675e-05	4.3204e-09	4.3817e-12
1650	0.0098428	0.052079	0.01832	2.4613e-05	4.6577e-09	4.8628e-12
1660	0.0094603	0.050247	0.018385	2.5577e-05	5.0177e-09	5.3917e-12
1670	0.0090951	0.048486	0.018443	2.6566e-05	5.4014e-09	5.9724e-12
1680	0.0087462	0.046793	0.018495	2.758e-05	5.8103e-09	6.6095e-12
1690	0.0084127	0.045165	0.018542	2.8619e-05	6.2456e-09	7.3079e-12
1700	0.0080939	0.043599	0.018583	2.9685e-05	6.7087e-09	8.0727e-12
1710	0.007789	0.042093	0.018618	3.0775e-05	7.2012e-09	8.9096e-12
1720	0.0074973	0.040644	0.018647	3.1892e-05	7.7243e-09	9.8245e-12
1730	0.0072182	0.039249	0.018671	3.3035e-05	8.2799e-09	1.0824e-11
1740	0.0069509	0.037907	0.018688	3.4203e-05	8.8694e-09	1.1915e-11
1750	0.006695	0.036616	0.0187	3.5398e-05	9.4945e-09	1.3104e-11
1760	0.0064498	0.035372	0.018707	3.662e-05	1.0157e-08	1.44e-11
1770	0.0062149	0.034175	0.018708	3.7867e-05	1.0858e-08	1.5811e-11
1780	0.0059897	0.033022	0.018703	3.9141e-05	1.1601e-08	1.7346e-11
1790	0.0057737	0.031912	0.018693	4.0441e-05	1.2386e-08	1.9014e-11
1800	0.0055667	0.030842	0.018678	4.1767e-05	1.3217e-08	2.0826e-11
1810	0.005368	0.029812	0.018657	4.312e-05	1.4094e-08	2.2792e-11
1820	0.0051774	0.028819	0.018631	4.4499e-05	1.502e-08	2.4924e-11
1830	0.0049944	0.027863	0.0186	4.5904e-05	1.5997e-08	2.7235e-11
1840	0.0048187	0.026941	0.018563	4.7335e-05	1.7028e-08	2.9736e-11
1850	0.00465	0.026052	0.018522	4.8793e-05	1.8114e-08	3.2443e-11
1860	0.004488	0.025195	0.018476	5.0276e-05	1.9259e-08	3.5369e-11
1870	0.0043323	0.024369	0.018425	5.1786e-05	2.0463e-08	3.8531e-11
1880	0.0041827	0.023573	0.018369	5.332e-05	2.1731e-08	4.1944e-11
1890	0.0040388	0.022804	0.018309	5.4881e-05	2.3064e-08	4.5627e-11
1900	0.0039005	0.022063	0.018244	5.6467e-05	2.4465e-08	4.9596e-11
1910	0.0037676	0.021348	0.018175	5.8078e-05	2.5937e-08	5.3873e-11
1920	0.0036396	0.020659	0.018101	5.9713e-05	2.7483e-08	5.8477e-11
1930	0.0035166	0.019994	0.018024	6.1374e-05	2.9104e-08	6.343e-11
1940	0.0033981	0.019351	0.017942	6.3059e-05	3.0805e-08	6.8756e-11
1950	0.0032842	0.018732	0.017857	6.4768e-05	3.2588e-08	7.4477e-11
1960	0.0031744	0.018133	0.017767	6.6501e-05	3.4457e-08	8.062e-11
1970	0.0030688	0.017556	0.017675	6.8258e-05	3.6413e-08	8.7212e-11
1980	0.002967	0.016998	0.017578	7.0037e-05	3.8461e-08	9.428e-11
1990	0.002869	0.01646	0.017478	7.184e-05	4.0604e-08	1.0185e-10
2000	0.0027746	0.01594	0.017375	7.3665e-05	4.2844e-08	1.0997e-10
2010	0.0026836	0.015437	0.017268	7.5512e-05	4.5186e-08	1.1865e-10
2020	0.0025959	0.014952	0.017159	7.7381e-05	4.7632e-08	1.2793e-10
2030	0.0025114	0.014484	0.017047	7.9271e-05	5.0186e-08	1.3786e-10
2040	0.0024299	0.014031	0.016931	8.1182e-05	5.2853e-08	1.4846e-10
2050	0.0023514	0.013594	0.016813	8.3113e-05	5.5634e-08	1.5978e-10
2060	0.0022756	0.013171	0.016693	8.5064e-05	5.8534e-08	1.7186e-10
2070	0.0022025	0.012762	0.01657	8.7034e-05	6.1557e-08	1.8474e-10
2080	0.002132	0.012367	0.016444	8.9023e-05	6.4706e-08	1.9846e-10
2090	0.002064	0.011986	0.016317	9.103e-05	6.7985e-08	2.1309e-10
2100	0.0019983	0.011617	0.016187	9.3055e-05	7.1399e-08	2.2865e-10
2110	0.001935	0.01126	0.016055	9.5097e-05	7.495e-08	2.4521e-10
2120	0.0018738	0.010915	0.015922	9.7156e-05	7.8643e-08	2.6282e-10
2130	0.0018148	0.010581	0.015786	9.9231e-05	8.2483e-08	2.8154e-10
2140	0.0017578	0.010259	0.015649	0.00010132	8.6472e-08	3.0141e-10
2150	0.0017028	0.0099466	0.01551	0.00010343	9.0616e-08	3.2252e-10
2160	0.0016496	0.0096448	0.01537	0.00010554	9.4918e-08	3.4491e-10
2170	0.0015982	0.0093528	0.015229	0.00010768	9.9383e-08	3.6865e-10
2180	0.0015486	0.0090703	0.015086	0.00010982	1.0401e-07	3.9381e-10
2190	0.0015007	0.0087969	0.014942	0.00011198	1.0882e-07	4.2047e-10
2200	0.0014544	0.0085324	0.014797	0.00011415	1.138e-07	4.487e-10
2210	0.0014096	0.0082764	0.014651	0.00011632	1.1895e-07	4.7857e-10
2220	0.0013663	0.0080286	0.014504	0.00011851	1.243e-07	5.1016e-10
2230	0.0013245	0.0077888	0.014357	0.00012071	1.2983e-07	5.4357e-10
2240	0.0012841	0.0075567	0.014209	0.00012292	1.3555e-07	5.7886e-10
2250	0.001245	0.007332	0.01406	0.00012513	1.4148e-07	6.1613e-10
2260	0.0012071	0.0071144	0.01391	0.00012735	1.476e-07	6.5548e-10
2270	0.0011706	0.0069037	0.01376	0.00012958	1.5393e-07	6.97e-10
2280	0.0011352	0.0066997	0.01361	0.00013181	1.6048e-07	7.4079e-10
2290	0.001101	0.0065022	0.01346	0.00013405	1.6723e-07	7.8694e-10
2300	0.0010679	0.0063109	0.013309	0.00013628	1.7421e-07	8.3557e-10
2310	0.0010359	0.0061256	0.013158	0.00013853	1.8142e-07	8.8678e-10
2320	0.0010049	0.0059461	0.013007	0.00014077	1.8885e-07	9.4068e-10
2330	0.00097489	0.0057722	0.012856	0.00014302	1.9652e-07	9.974e-10
2340	0.00094587	0.0056038	0.012706	0.00014526	2.0443e-07	1.057e-09
2350	0.00091777	0.0054405	0.012555	0.00014751	2.1258e-07	1.1197e-09
2360	0.00089058	0.0052824	0.012405	0.00014976	2.2098e-07	1.1856e-09
2370	0.00086425	0.0051292	0.012254	0.000152	2.2963e-07	1.2548e-09
2380	0.00083875	0.0049807	0.012105	0.00015424	2.3853e-07	1.3275e-09
2390	0.00081407	0.0048367	0.011955	0.00015647	2.477e-07	1.4037e-09
2400	0.00079016	0.0046972	0.011806	0.0001587	2.5714e-07	1.4837e-09
2410	0.00076701	0.004562	0.011658	0.00016093	2.6684e-07	1.5675e-09
2420	0.00074458	0.004431	0.01151	0.00016315	2.7682e-07	1.6554e-09
2430	0.00072286	0.0043039	0.011362	0.00016536	2.8708e-07	1.7474e-09
2440	0.00070182	0.0041807	0.011215	0.00016757	2.9763e-07	1.8438e-09
2450	0.00068143	0.0040613	0.011069	0.00016976	3.0846e-07	1.9446e-09
2460	0.00066168	0.0039455	0.010924	0.00017195	3.1959e-07	2.0502e-09
2470	0.00064253	0.0038332	0.010779	0.00017412	3.3101e-07	2.1606e-09
2480	0.00062398	0.0037242	0.010636	0.00017629	3.4273e-07	2.276e-09
2490	0.00060601	0.0036186	0.010493	0.00017844	3.5476e-07	2.3966e-09
2500	0.00058858	0.0035162	0.01035	0.00018058	3.6709e-07	2.5226e-09
2510	0.00057169	0.0034168	0.010209	0.00018271	3.7974e-07	2.6541e-09
2520	0.00055532	0.0033204	0.010069	0.00018482	3.9271e-07	2.7915e-09
2530	0.00053945	0.0032269	0.0099296	0.00018691	4.06e-07	2.9348e-09
2540	0.00052406	0.0031362	0.0097913	0.00018899	4.1961e-07	3.0842e-09
2550	0.00050913	0.0030482	0.009654	0.00019106	4.3355e-07	3.24e-09
2560	0.00049466	0.0029628	0.0095178	0.0001931	4.4782e-07	3.4024e-09
2570	0.00048063	0.0028799	0.0093826	0.00019513	4.6243e-07	3.5716e-09
2580	0.00046702	0.0027995	0.0092485	0.00019714	4.7738e-07	3.7478e-09
2590	0.00045382	0.0027215	0.0091155	0.00019913	4.9267e-07	3.9313e-09
2600	0.00044102	0.0026458	0.0089837	0.0002011	5.083e-07	4.1222e-09
2610	0.0004286	0.0025722	0.008853	0.00020305	5.2429e-07	4.3208e-09
2620	0.00041655	0.0025009	0.0087235	0.00020497	5.4063e-07	4.5273e-09
2630	0.00040487	0.0024317	0.0085951	0.00020688	5.5732e-07	4.7421e-09
2640	0.00039353	0.0023644	0.008468	0.00020876	5.7437e-07	4.9652e-09
2650	0.00038252	0.0022992	0.0083421	0.00021061	5.9178e-07	5.1971e-09
2660	0.00037185	0.0022358	0.0082174	0.00021244	6.0955e-07	5.4378e-09
2670	0.00036148	0.0021743	0.0080939	0.00021425	6.2769e-07	5.6877e-09
2680	0.00035143	0.0021146	0.0079717	0.00021603	6.4619e-07	5.9471e-09
2690	0.00034167	0.0020566	0.0078507	0.00021779	6.6507e-07	6.2162e-09
2700	0.0003322	0.0020002	0.007731	0.00021952	6.8432e-07	6.4953e-09
2710	0.000323	0.0019456	0.0076126	0.00022122	7.0394e-07	6.7846e-09
2720	0.00031407	0.0018924	0.0074954	0.00022289	7.2394e-07	7.0845e-09
2730	0.00030541	0.0018408	0.0073796	0.00022454	7.4432e-07	7.3952e-09
2740	0.000297	0.0017908	0.007265	0.00022615	7.6507e-07	7.717e-09
2750	0.00028883	0.0017421	0.0071517	0.00022774	7.8621e-07	8.0501e-09
2760	0.0002809	0.0016948	0.0070397	0.0002293	8.0773e-07	8.395e-09
2770	0.0002732	0.0016489	0.006929	0.00023082	8.2963e-07	8.7518e-09
2780	0.00026572	0.0016043	0.0068196	0.00023232	8.5191e-07	9.121e-09
2790	0.00025846	0.0015609	0.0067115	0.00023378	8.7458e-07	9.5027e-09
2800	0.00025141	0.0015188	0.0066047	0.00023521	8.9763e-07	9.8973e-09
2810	0.00024455	0.0014779	0.0064992	0.00023662	9.2107e-07	1.0305e-08
2820	0.0002379	0.0014381	0.0063949	0.00023798	9.449e-07	1.0726e-08
2830	0.00023144	0.0013995	0.006292	0.00023932	9.6911e-07	1.1162e-08
2840	0.00022516	0.001362	0.0061904	0.00024062	9.9371e-07	1.1611e-08
2850	0.00021906	0.0013255	0.00609	0.00024189	1.0187e-06	1.2075e-08
2860	0.00021314	0.00129	0.0059909	0.00024313	1.0441e-06	1.2553e-08
2870	0.00020738	0.0012556	0.0058931	0.00024433	1.0698e-06	1.3047e-08
2880	0.00020179	0.0012221	0.0057966	0.0002455	1.0959e-06	1.3556e-08
2890	0.00019635	0.0011895	0.0057014	0.00024663	1.1225e-06	1.4081e-08
2900	0.00019107	0.0011579	0.0056074	0.00024773	1.1494e-06	1.4622e-08
2910	0.00018594	0.0011271	0.0055146	0.00024879	1.1766e-06	1.5179e-08
2920	0.00018096	0.0010972	0.0054231	0.00024982	1.2043e-06	1.5753e-08
2930	0.00017611	0.0010681	0.0053329	0.00025081	1.2323e-06	1.6344e-08
2940	0.0001714	0.0010399	0.0052439	0.00025177	1.2607e-06	1.6953e-08
2950	0.00016682	0.0010124	0.0051561	0.00025269	1.2895e-06	1.7579e-08
2960	0.00016237	0.00098567	0.0050695	0.00025358	1.3187e-06	1.8224e-08
2970	0.00015805	0.00095969	0.0049842	0.00025443	1.3482e-06	1.8887e-08
2980	0.00015384	0.00093442	0.0049	0.00025525	1.3781e-06	1.9569e-08
2990	0.00014976	0.00090986	0.0048171	0.00025603	1.4084e-06	2.027e-08
3000	0.00014578	0.00088597	0.0047353	0.00025677	1.439e-06	2.099e-08
3010	0.00014192	0.00086273	0.0046547	0.00025748	1.4699e-06	2.1731e-08
3020	0.00013817	0.00084014	0.0045753	0.00025815	1.5013e-06	2.2491e-08
3030	0.00013451	0.00081816	0.004497	0.00025879	1.5329e-06	2.3272e-08
3040	0.00013096	0.00079679	0.0044199	0.00025939	1.5649e-06	2.4074e-08
3050	0.00012751	0.000776	0.0043439	0.00025995	1.5973e-06	2.4897e-08
3060	0.00012415	0.00075577	0.004269	0.00026048	1.63e-06	2.5741e-08
3070	0.00012089	0.0007361	0.0041953	0.00026097	1.663e-06	2.6608e-08
3080	0.00011771	0.00071696	0.0041226	0.00026143	1.6964e-06	2.7496e-08
3090	0.00011463	0.00069835	0.0040511	0.00026185	1.7301e-06	2.8407e-08
3100	0.00011162	0.00068023	0.0039806	0.00026223	1.7641e-06	2.9341e-08
3110	0.0001087	0.00066261	0.0039112	0.00026258	1.7984e-06	3.0298e-08
3120	0.00010586	0.00064547	0.0038429	0.0002629	1.833e-06	3.1279e-08
3130	0.0001031	0.00062879	0.0037756	0.00026317	1.8679e-06	3.2283e-08
3140	0.00010041	0.00061256	0.0037094	0.00026342	1.9032e-06	3.3312e-08
3150	9.7794e-05	0.00059676	0.0036441	0.00026363	1.9387e-06	3.4365e-08
3160	9.525e-05	0.0005814	0.0035799	0.0002638	1.9745e-06	3.5443e-08
3170	9.2775e-05	0.00056644	0.0035167	0.00026394	2.0106e-06	3.6546e-08
3180	9.0367e-05	0.00055189	0.0034545	0.00026405	2.047e-06	3.7674e-08
3190	8.8025e-05	0.00053772	0.0033933	0.00026412	2.0836e-06	3.8828e-08
3200	8.5745e-05	0.00052394	0.0033331	0.00026416	2.1205e-06	4.0008e-08
3210	8.3527e-05	0.00051052	0.0032738	0.00026416	2.1576e-06	4.1215e-08
3220	8.1369e-05	0.00049746	0.0032154	0.00026413	2.195e-06	4.2448e-08
3230	7.9269e-05	0.00048475	0.003158	0.00026407	2.2327e-06	4.3707e-08
