node, X coordinate (m), Y coordinate (m), Z coordinate (m), Liquid Pressure (MPa), Hydraulic Head (m)
0000000073, 450.000000, 150.000000, 200.000000, 0.154168881, 205.533931
0000000074, 500.000000, 150.000000, 200.000000, 0.150905877, 205.200580
0000000075, 550.000000, 150.000000, 200.000000, 0.147068221, 204.808523
0000000076, 600.000000, 150.000000, 200.000000, 0.142925408, 204.385290
0000000077, 650.000000, 150.000000, 200.000000, 0.138679908, 203.951567
0000000078, 700.000000, 150.000000, 200.000000, 0.134476912, 203.522186
0000000079, 750.000000, 150.000000, 200.000000, 0.130423432, 203.108079
0000000080, 800.000000, 150.000000, 200.000000, 0.126614022, 202.718907
0000000081, 850.000000, 150.000000, 200.000000, 0.123165740, 202.366628
0000000082, 900.000000, 150.000000, 200.000000, 0.120265946, 202.070383
0000000083, 950.000000, 150.000000, 200.000000, 0.118222539, 201.861627
0000000084, 1000.00000, 150.000000, 200.000000, 0.117448657, 201.782567
0000000085, 0.00000000, 200.000000, 200.000000, 0.144625748, 204.558998
0000000086, 50.0000000, 200.000000, 200.000000, 0.146389445, 204.739178
0000000087, 100.000000, 200.000000, 200.000000, 0.150795234, 205.189277
0000000088, 150.000000, 200.000000, 200.000000, 0.156393542, 205.761204
0000000089, 200.000000, 200.000000, 200.000000, 0.161883836, 206.322096
0000000090, 250.000000, 200.000000, 200.000000, 0.166231840, 206.766291
0000000091, 300.000000, 200.000000, 200.000000, 0.168689555, 207.017373
0000000092, 350.000000, 200.000000, 200.000000, 0.168919334, 207.040848
0000000093, 400.000000, 200.000000, 200.000000, 0.167096446, 206.854620
0000000094, 450.000000, 200.000000, 200.000000, 0.163705900, 206.508240
0000000095, 500.000000, 200.000000, 200.000000, 0.159293842, 206.057501
0000000096, 550.000000, 200.000000, 200.000000, 0.154324775, 205.549857
0000000097, 600.000000, 200.000000, 200.000000, 0.149139212, 205.020096
0000000098, 650.000000, 200.000000, 200.000000, 0.143964750, 204.491470
0000000099, 700.000000, 200.000000, 200.000000, 0.138946100, 203.978761
0000000100, 750.000000, 200.000000, 200.000000, 0.134178931, 203.491744
0000000101, 800.000000, 200.000000, 200.000000, 0.129745671, 203.038839
0000000102, 850.000000, 200.000000, 200.000000, 0.125758642, 202.631521
0000000103, 900.000000, 200.000000, 200.000000, 0.122416723, 202.290108
0000000104, 950.000000, 200.000000, 200.000000, 0.120064321, 202.049785
0000000105, 1000.00000, 200.000000, 200.000000, 0.119173489, 201.958777
0000000106, 0.00000000, 250.000000, 200.000000, 0.151496173, 205.260885
0000000107, 50.0000000, 250.000000, 200.000000, 0.153715227, 205.487585
0000000108, 100.000000, 250.000000, 200.000000, 0.159329311, 206.061124
0000000109, 150.000000, 250.000000, 200.000000, 0.166603710, 206.804282
0000000110, 200.000000, 250.000000, 200.000000, 0.173896448, 207.549313
0000000111, 250.000000, 250.000000, 200.000000, 0.179739592, 208.146253
0000000112, 300.000000, 250.000000, 200.000000, 0.182890040, 208.468105
0000000113, 350.000000, 250.000000, 200.000000, 0.182718104, 208.450540
0000000114, 400.000000, 250.000000, 200.000000, 0.179665252, 208.138658
0000000115, 450.000000, 250.000000, 200.000000, 0.174665709, 207.627901
0000000116, 500.000000, 250.000000, 200.000000, 0.168608270, 207.009069
0000000117, 550.000000, 250.000000, 200.000000, 0.162137100, 206.347970
0000000118, 600.000000, 250.000000, 200.000000, 0.155654530, 205.685706
0000000119, 650.000000, 250.000000, 200.000000, 0.149387095, 205.045420
0000000120, 700.000000, 250.000000, 200.000000, 0.143452932, 204.439182
0000000121, 750.000000, 250.000000, 200.000000, 0.137916077, 203.873533
0000000122, 800.000000, 250.000000, 200.000000, 0.132832740, 203.354216
0000000123, 850.000000, 250.000000, 200.000000, 0.128301022, 202.891252
0000000124, 900.000000, 250.000000, 200.000000, 0.124523949, 202.505384
0000000125, 950.000000, 250.000000, 200.000000, 0.121874290, 202.234693
0000000126, 1000.00000, 250.000000, 200.000000, 0.120872775, 202.132377
0000000127, 0.00000000, 300.000000, 200.000000, 0.158738354, 206.000752
0000000128, 50.0000000, 300.000000, 200.000000, 0.161513943, 206.284308
0000000129, 100.000000, 300.000000, 200.000000, 0.168662532, 207.014613
0000000130, 150.000000, 300.000000, 200.000000, 0.178208217, 207.989806
0000000131, 200.000000, 300.000000, 200.000000, 0.188157305, 209.006212
0000000132, 250.000000, 300.000000, 200.000000, 0.196404464, 209.848748
0000000133, 300.000000, 300.000000, 200.000000, 0.200700567, 210.287641
0000000134, 350.000000, 300.000000, 200.000000, 0.199624672, 210.177727
0000000135, 400.000000, 300.000000, 200.000000, 0.194379643, 209.641891
0000000136, 450.000000, 300.000000, 200.000000, 0.186855510, 208.873220
0000000137, 500.000000, 300.000000, 200.000000, 0.178482095, 208.017786
0000000138, 550.000000, 300.000000, 200.000000, 0.170084666, 207.159899
0000000139, 600.000000, 300.000000, 200.000000, 0.162064340, 206.340537
0000000140, 650.000000, 300.000000, 200.000000, 0.154582719, 205.576209
0000000141, 700.000000, 300.000000, 200.000000, 0.147684532, 204.871485
0000000142, 750.000000, 300.000000, 200.000000, 0.141372063, 204.226599
0000000143, 800.000000, 300.000000, 200.000000, 0.135656977, 203.642742
0000000144, 850.000000, 300.000000, 200.000000, 0.130611633, 203.127306
0000000145, 900.000000, 300.000000, 200.000000, 0.126434248, 202.700541
0000000146, 950.000000, 300.000000, 200.000000, 0.123516264, 202.402438
0000000147, 1000.00000, 300.000000, 200.000000, 0.122416013, 202.290036
0000000148, 0.00000000, 350.000000, 200.000000, 0.165810194, 206.723216
0000000149, 50.0000000, 350.000000, 200.000000, 0.169242767, 207.073890
0000000150, 100.000000, 350.000000, 200.000000, 0.178289478, 207.998108
0000000151, 150.000000, 350.000000, 200.000000, 0.190890783, 209.285466
0000000152, 200.000000, 350.000000, 200.000000, 0.204851061, 210.711658
0000000153, 250.000000, 350.000000, 200.000000, 0.217254572, 211.978810
0000000154, 300.000000, 350.000000, 200.000000, 0.223791100, 212.646586
0000000155, 350.000000, 350.000000, 200.000000, 0.220659627, 212.326672
0000000156, 400.000000, 350.000000, 200.000000, 0.211412743, 211.382004
0000000157, 450.000000, 350.000000, 200.000000, 0.199951596, 210.211125
0000000158, 500.000000, 350.000000, 200.000000, 0.188421081, 209.033160
0000000159, 550.000000, 350.000000, 200.000000, 0.177676688, 207.935505
0000000160, 600.000000, 350.000000, 200.000000, 0.167946190, 206.941431
0000000161, 650.000000, 350.000000, 200.000000, 0.159209098, 206.048843
0000000162, 700.000000, 350.000000, 200.000000, 0.151369869, 205.247982
0000000163, 750.000000, 350.000000, 200.000000, 0.144333889, 204.529181
0000000164, 800.000000, 350.000000, 200.000000, 0.138050283, 203.887244
0000000165, 850.000000, 350.000000, 200.000000, 0.132555655, 203.325909
0000000166, 900.000000, 350.000000, 200.000000, 0.128035701, 202.864147
0000000167, 950.000000, 350.000000, 200.000000, 0.124891659, 202.542949
0000000168, 1000.00000, 350.000000, 200.000000, 0.123708958, 202.422124
0000000169, 0.00000000, 400.000000, 200.000000, 0.171960005, 207.351485
0000000170, 50.0000000, 400.000000, 200.000000, 0.176096173, 207.774039
0000000171, 100.000000, 400.000000, 200.000000, 0.187292622, 208.917876
0000000172, 150.000000, 400.000000, 200.000000, 0.203737086, 210.597854
0000000173, 200.000000, 400.000000, 200.000000, 0.223554679, 212.622433
0000000174, 250.000000, 400.000000, 200.000000, 0.243262734, 214.635822
0000000175, 300.000000, 400.000000, 200.000000, 0.254698060, 215.804063
0000000176, 350.000000, 400.000000, 200.000000, 0.246795620, 214.996744
0000000177, 400.000000, 400.000000, 200.000000, 0.230345390, 213.316177
0000000178, 450.000000, 400.000000, 200.000000, 0.213057757, 211.550060
0000000179, 500.000000, 400.000000, 200.000000, 0.197560226, 209.966821
0000000180, 550.000000, 400.000000, 200.000000, 0.184231037, 208.605102
0000000181, 600.000000, 400.000000, 200.000000, 0.172800378, 207.437338
0000000182, 650.000000, 400.000000, 200.000000, 0.162908298, 206.426756
0000000183, 700.000000, 400.000000, 200.000000, 0.154252200, 205.542443
0000000184, 750.000000, 400.000000, 200.000000, 0.146614939, 204.762215
0000000185, 800.000000, 400.000000, 200.000000, 0.139874126, 204.073569
0000000186, 850.000000, 400.000000, 200.000000, 0.134027026, 203.476225
0000000187, 900.000000, 400.000000, 200.000000, 0.129243176, 202.987503
0000000188, 950.000000, 400.000000, 200.000000, 0.125927129, 202.648734
0000000189, 1000.00000, 400.000000, 200.000000, 0.124682110, 202.521542
0000000190, 0.00000000, 450.000000, 200.000000, 0.176258418, 207.790614
0000000191, 50.0000000, 450.000000, 200.000000, 0.180994734, 208.274479
0000000192, 100.000000, 450.000000, 200.000000, 0.194146027, 209.618024
0000000193, 150.000000, 450.000000, 200.000000, 0.214549250, 211.702432
0000000194, 200.000000, 450.000000, 200.000000, 0.241606037, 214.466572
0000000195, 250.000000, 450.000000, 200.000000, 0.272694629, 217.642605
0000000196, 300.000000, 450.000000, 200.000000, 0.294359594, 219.855913
0000000197, 350.000000, 450.000000, 200.000000, 0.276301696, 218.011105
0000000198, 400.000000, 450.000000, 200.000000, 0.248526655, 215.173588
0000000199, 450.000000, 450.000000, 200.000000, 0.224006621, 212.668604
0000000200, 500.000000, 450.000000, 200.000000, 0.204448414, 210.670523
0000000201, 550.000000, 450.000000, 200.000000, 0.188838944, 209.075849
0000000202, 600.000000, 450.000000, 200.000000, 0.176062379, 207.770586
0000000203, 650.000000, 450.000000, 200.000000, 0.165322869, 206.673430
0000000204, 700.000000, 450.000000, 200.000000, 0.156098168, 205.731028
0000000205, 750.000000, 450.000000, 200.000000, 0.148057509, 204.909589
0000000206, 800.000000, 450.000000, 200.000000, 0.141017906, 204.190418
0000000207, 850.000000, 450.000000, 200.000000, 0.134944776, 203.569983
0000000208, 900.000000, 450.000000, 200.000000, 0.129993940, 203.064202
0000000209, 950.000000, 450.000000, 200.000000, 0.126569997, 202.714410
0000000210, 1000.00000, 450.000000, 200.000000, 0.125286066, 202.583242
0000000211, 0.00000000, 500.000000, 200.000000, 0.177825028, 207.950660
0000000212, 50.0000000, 500.000000, 200.000000, 0.182817211, 208.460664
0000000213, 100.000000, 500.000000, 200.000000, 0.196862779, 209.895570
0000000214, 150.000000, 500.000000, 200.000000, 0.219366153, 212.194530
0000000215, 200.000000, 500.000000, 200.000000, 0.251248802, 215.451684
0000000216, 250.000000, 500.000000, 200.000000, 0.292537055, 219.669721
0000000217, 300.000000, 500.000000, 200.000000, 0.327491474, 223.240689
0000000218, 350.000000, 500.000000, 200.000000, 0.296168334, 220.040695
0000000219, 400.000000, 500.000000, 200.000000, 0.258211211, 216.162969
0000000220, 450.000000, 500.000000, 200.000000, 0.228865239, 213.164963
0000000221, 500.000000, 500.000000, 200.000000, 0.207167225, 210.948279
0000000222, 550.000000, 500.000000, 200.000000, 0.190540975, 209.249730
0000000223, 600.000000, 500.000000, 200.000000, 0.177224641, 207.889324
0000000224, 650.000000, 500.000000, 200.000000, 0.166166098, 206.759575
0000000225, 700.000000, 500.000000, 200.000000, 0.156735243, 205.796112
0000000226, 750.000000, 500.000000, 200.000000, 0.148551706, 204.960076
0000000227, 800.000000, 500.000000, 200.000000, 0.141407891, 204.230259
0000000228, 850.000000, 500.000000, 200.000000, 0.135256751, 203.601854
0000000229, 900.000000, 500.000000, 200.000000, 0.130248693, 203.090228
0000000230, 950.000000, 500.000000, 200.000000, 0.126787945, 202.736675
0000000231, 1000.00000, 500.000000, 200.000000, 0.125490772, 202.604155
0000000232, 0.00000000, 550.000000, 200.000000, 0.176258366, 207.790608
0000000233, 50.0000000, 550.000000, 200.000000, 0.180994682, 208.274474
0000000234, 100.000000, 550.000000, 200.000000, 0.194145975, 209.618019
0000000235, 150.000000, 550.000000, 200.000000, 0.214549199, 211.702427
0000000236, 200.000000, 550.000000, 200.000000, 0.241605989, 214.466567
0000000237, 250.000000, 550.000000, 200.000000, 0.272694584, 217.642600
0000000238, 300.000000, 550.000000, 200.000000, 0.294359549, 219.855908
0000000239, 350.000000, 550.000000, 200.000000, 0.276301653, 218.011101
0000000240, 400.000000, 550.000000, 200.000000, 0.248526613, 215.173583
0000000241, 450.000000, 550.000000, 200.000000, 0.224006583, 212.668600
0000000242, 500.000000, 550.000000, 200.000000, 0.204448384, 210.670520
0000000243, 550.000000, 550.000000, 200.000000, 0.188838924, 209.075847
0000000244, 600.000000, 550.000000, 200.000000, 0.176062370, 207.770585
0000000245, 650.000000, 550.000000, 200.000000, 0.165322870, 206.673430
0000000246, 700.000000, 550.000000, 200.000000, 0.156098179, 205.731029
0000000247, 750.000000, 550.000000, 200.000000, 0.148057526, 204.909591
0000000248, 800.000000, 550.000000, 200.000000, 0.141017929, 204.190420
0000000249, 850.000000, 550.000000, 200.000000, 0.134944802, 203.569986
0000000250, 900.000000, 550.000000, 200.000000, 0.129993963, 203.064204
0000000251, 950.000000, 550.000000, 200.000000, 0.126570017, 202.714412
0000000252, 1000.00000, 550.000000, 200.000000, 0.125286082, 202.583244
0000000253, 0.00000000, 600.000000, 200.000000, 0.171959907, 207.351475
0000000254, 50.0000000, 600.000000, 200.000000, 0.176096075, 207.774029
0000000255, 100.000000, 600.000000, 200.000000, 0.187292524, 208.917866
0000000256, 150.000000, 600.000000, 200.000000, 0.203736993, 210.597844
0000000257, 200.000000, 600.000000, 200.000000, 0.223554590, 212.622424
0000000258, 250.000000, 600.000000, 200.000000, 0.243262649, 214.635813
0000000259, 300.000000, 600.000000, 200.000000, 0.254697979, 215.804054
0000000260, 350.000000, 600.000000, 200.000000, 0.246795542, 214.996736
0000000261, 400.000000, 600.000000, 200.000000, 0.230345315, 213.316169
0000000262, 450.000000, 600.000000, 200.000000, 0.213057691, 211.550053
0000000263, 500.000000, 600.000000, 200.000000, 0.197560174, 209.966816
0000000264, 550.000000, 600.000000, 200.000000, 0.184231004, 208.605099
0000000265, 600.000000, 600.000000, 200.000000, 0.172800367, 207.437337
0000000266, 650.000000, 600.000000, 200.000000, 0.162908309, 206.426757
0000000267, 700.000000, 600.000000, 200.000000, 0.154252231, 205.542446
0000000268, 750.000000, 600.000000, 200.000000, 0.146614984, 204.762220
0000000269, 800.000000, 600.000000, 200.000000, 0.139874182, 204.073574
0000000270, 850.000000, 600.000000, 200.000000, 0.134027084, 203.476231
0000000271, 900.000000, 600.000000, 200.000000, 0.129243227, 202.987509
0000000272, 950.000000, 600.000000, 200.000000, 0.125927170, 202.648738
0000000273, 1000.00000, 600.000000, 200.000000, 0.124682145, 202.521545
0000000274, 0.00000000, 650.000000, 200.000000, 0.165810066, 206.723203
0000000275, 50.0000000, 650.000000, 200.000000, 0.169242641, 207.073877
0000000276, 100.000000, 650.000000, 200.000000, 0.178289353, 207.998095
0000000277, 150.000000, 650.000000, 200.000000, 0.190890664, 209.285454
0000000278, 200.000000, 650.000000, 200.000000, 0.204850948, 210.711647
0000000279, 250.000000, 650.000000, 200.000000, 0.217254466, 211.978799
0000000280, 300.000000, 650.000000, 200.000000, 0.223791000, 212.646576
0000000281, 350.000000, 650.000000, 200.000000, 0.220659534, 212.326663
0000000282, 400.000000, 650.000000, 200.000000, 0.211412658, 211.381996
0000000283, 450.000000, 650.000000, 200.000000, 0.199951523, 210.211118
0000000284, 500.000000, 650.000000, 200.000000, 0.188421027, 209.033154
0000000285, 550.000000, 650.000000, 200.000000, 0.177676661, 207.935502
0000000286, 600.000000, 650.000000, 200.000000, 0.167946195, 206.941431
0000000287, 650.000000, 650.000000, 200.000000, 0.159209138, 206.048847
0000000288, 700.000000, 650.000000, 200.000000, 0.151369940, 205.247989
0000000289, 750.000000, 650.000000, 200.000000, 0.144333982, 204.529191
0000000290, 800.000000, 650.000000, 200.000000, 0.138050385, 203.887254
0000000291, 850.000000, 650.000000, 200.000000, 0.132555754, 203.325919
0000000292, 900.000000, 650.000000, 200.000000, 0.128035787, 202.864156
0000000293, 950.000000, 650.000000, 200.000000, 0.124891734, 202.542957
0000000294, 1000.00000, 650.000000, 200.000000, 0.123709027, 202.422131
0000000295, 0.00000000, 700.000000, 200.000000, 0.158738218, 206.000738
0000000296, 50.0000000, 700.000000, 200.000000, 0.161513808, 206.284294
0000000297, 100.000000, 700.000000, 200.000000, 0.168662398, 207.014599
0000000298, 150.000000, 700.000000, 200.000000, 0.178208093, 207.989794
0000000299, 200.000000, 700.000000, 200.000000, 0.188157193, 209.006201
0000000300, 250.000000, 700.000000, 200.000000, 0.196404363, 209.848738
0000000301, 300.000000, 700.000000, 200.000000, 0.200700476, 210.287631
0000000302, 350.000000, 700.000000, 200.000000, 0.199624591, 210.177718
0000000303, 400.000000, 700.000000, 200.000000, 0.194379574, 209.641884
0000000304, 450.000000, 700.000000, 200.000000, 0.186855458, 208.873215
0000000305, 500.000000, 700.000000, 200.000000, 0.178482066, 208.017783
0000000306, 550.000000, 700.000000, 200.000000, 0.170084669, 207.159899
0000000307, 600.000000, 700.000000, 200.000000, 0.162064384, 206.340541
0000000308, 650.000000, 700.000000, 200.000000, 0.154582808, 205.576218
0000000309, 700.000000, 700.000000, 200.000000, 0.147684662, 204.871499
0000000310, 750.000000, 700.000000, 200.000000, 0.141372218, 204.226615
0000000311, 800.000000, 700.000000, 200.000000, 0.135657137, 203.642758
0000000312, 850.000000, 700.000000, 200.000000, 0.130611781, 203.127321
0000000313, 900.000000, 700.000000, 200.000000, 0.126434379, 202.700555
0000000314, 950.000000, 700.000000, 200.000000, 0.123516384, 202.402450
0000000315, 1000.00000, 700.000000, 200.000000, 0.122416129, 202.290048
0000000316, 0.00000000, 750.000000, 200.000000, 0.151496054, 205.260873
0000000317, 50.0000000, 750.000000, 200.000000, 0.153715107, 205.487573
0000000318, 100.000000, 750.000000, 200.000000, 0.159329193, 206.061112
0000000319, 150.000000, 750.000000, 200.000000, 0.166603609, 206.804272
0000000320, 200.000000, 750.000000, 200.000000, 0.173896369, 207.549305
0000000321, 250.000000, 750.000000, 200.000000, 0.179739532, 208.146247
0000000322, 300.000000, 750.000000, 200.000000, 0.182889993, 208.468100
0000000323, 350.000000, 750.000000, 200.000000, 0.182718069, 208.450536
0000000324, 400.000000, 750.000000, 200.000000, 0.179665233, 208.138656
0000000325, 450.000000, 750.000000, 200.000000, 0.174665711, 207.627902
0000000326, 500.000000, 750.000000, 200.000000, 0.168608299, 207.009072
0000000327, 550.000000, 750.000000, 200.000000, 0.162137166, 206.347977
0000000328, 600.000000, 750.000000, 200.000000, 0.155654642, 205.685717
0000000329, 650.000000, 750.000000, 200.000000, 0.149387259, 205.045437
0000000330, 700.000000, 750.000000, 200.000000, 0.143453140, 204.439203
0000000331, 750.000000, 750.000000, 200.000000, 0.137916310, 203.873557
0000000332, 800.000000, 750.000000, 200.000000, 0.132832973, 203.354240
0000000333, 850.000000, 750.000000, 200.000000, 0.128301237, 202.891274
0000000334, 900.000000, 750.000000, 200.000000, 0.124524144, 202.505404
0000000335, 950.000000, 750.000000, 200.000000, 0.121874470, 202.234711
0000000336, 1000.00000, 750.000000, 200.000000, 0.120872953, 202.132396
0000000337, 0.00000000, 800.000000, 200.000000, 0.144625679, 204.558991
0000000338, 50.0000000, 800.000000, 200.000000, 0.146389374, 204.739171
0000000339, 100.000000, 800.000000, 200.000000, 0.150795162, 205.189270
0000000340, 150.000000, 800.000000, 200.000000, 0.156393492, 205.761199
0000000341, 200.000000, 800.000000, 200.000000, 0.161883819, 206.322095
0000000342, 250.000000, 800.000000, 200.000000, 0.166231853, 206.766293
0000000343, 300.000000, 800.000000, 200.000000, 0.168689586, 207.017376
0000000344, 350.000000, 800.000000, 200.000000, 0.168919381, 207.040852
0000000345, 400.000000, 800.000000, 200.000000, 0.167096512, 206.854627
0000000346, 450.000000, 800.000000, 200.000000, 0.163705990, 206.508249
0000000347, 500.000000, 800.000000, 200.000000, 0.159293964, 206.057513
0000000348, 550.000000, 800.000000, 200.000000, 0.154324937, 205.549874
0000000349, 600.000000, 800.000000, 200.000000, 0.149139424, 205.020118
0000000350, 650.000000, 800.000000, 200.000000, 0.143965014, 204.491497
0000000351, 700.000000, 800.000000, 200.000000, 0.138946403, 203.978792
0000000352, 750.000000, 800.000000, 200.000000, 0.134179254, 203.491777
0000000353, 800.000000, 800.000000, 200.000000, 0.129745992, 203.038871
0000000354, 850.000000, 800.000000, 200.000000, 0.125758945, 202.631552
0000000355, 900.000000, 800.000000, 200.000000, 0.122417004, 202.290137
0000000356, 950.000000, 800.000000, 200.000000, 0.120064586, 202.049812
0000000357, 1000.00000, 800.000000, 200.000000, 0.119173751, 201.958804
0000000358, 0.00000000, 850.000000, 200.000000, 0.138532445, 203.936502
0000000359, 50.0000000, 850.000000, 200.000000, 0.139925692, 204.078837
0000000360, 100.000000, 850.000000, 200.000000, 0.143380022, 204.431734
0000000361, 150.000000, 850.000000, 200.000000, 0.147722799, 204.875395
0000000362, 200.000000, 850.000000, 200.000000, 0.151939269, 205.306152
0000000363, 250.000000, 850.000000, 200.000000, 0.155280372, 205.647482
0000000364, 300.000000, 850.000000, 200.000000, 0.157254400, 205.849150
0000000365, 350.000000, 850.000000, 200.000000, 0.157647384, 205.889297
0000000366, 400.000000, 850.000000, 200.000000, 0.156530052, 205.775150
0000000367, 450.000000, 850.000000, 200.000000, 0.154169042, 205.533947
0000000368, 500.000000, 850.000000, 200.000000, 0.150906071, 205.200600
0000000369, 550.000000, 850.000000, 200.000000, 0.147068459, 204.808547
0000000370, 600.000000, 850.000000, 200.000000, 0.142925696, 204.385319
0000000371, 650.000000, 850.000000, 200.000000, 0.138680244, 203.951601
0000000372, 700.000000, 850.000000, 200.000000, 0.134477284, 203.522224
0000000373, 750.000000, 850.000000, 200.000000, 0.130423819, 203.108119
0000000374, 800.000000, 850.000000, 200.000000, 0.126614407, 202.718947
0000000375, 850.000000, 850.000000, 200.000000, 0.123166109, 202.366666
0000000376, 900.000000, 850.000000, 200.000000, 0.120266295, 202.070419
0000000377, 950.000000, 850.000000, 200.000000, 0.118222870, 201.861661
0000000378, 1000.00000, 850.000000, 200.000000, 0.117448982, 201.782600
0000000379, 0.00000000, 900.000000, 200.000000, 0.133595321, 203.432122
0000000380, 50.0000000, 900.000000, 200.000000, 0.134692092, 203.544168
0000000381, 100.000000, 900.000000, 200.000000, 0.137408686, 203.821698
0000000382, 150.000000, 900.000000, 200.000000, 0.140816978, 204.169891
0000000383, 200.000000, 900.000000, 200.000000, 0.144123302, 204.507668
